NAME	negative regulation of transcription from RNA polymerase II promoter	Golgi membrane	mitotic cytokinesis	response to reactive oxygen species	fungal-type vacuole membrane	carbon catabolite regulation of transcription from RNA polymerase II promoter	nuclear chromatin	Swr1 complex	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	double-stranded DNA binding	iron ion binding	endosome	late endosome	Golgi apparatus	trans-Golgi network	microtubule	monosaccharide metabolic process	cellular glucan metabolic process	chromatin remodeling	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein targeting	ergosterol biosynthetic process	NADP metabolic process	intracellular protein transport	intra-Golgi vesicle-mediated transport	post-Golgi vesicle-mediated transport	endocytosis	response to oxidative stress	vacuolar transport	microtubule binding	cytoskeletal protein binding	zinc ion binding	lipid biosynthetic process	positive regulation of macromolecule biosynthetic process	negative regulation of macromolecule metabolic process	positive regulation of gene expression	negative regulation of gene expression	regulation of cell communication	organophosphate ester transport	ATP transport	vesicle-mediated transport	endosomal transport	cytosolic transport	Golgi transport complex	Rab GTPase binding	integral component of endoplasmic reticulum membrane	nuclear migration along microtubule	regulation of cellular pH	positive regulation of cellular biosynthetic process	cytoplasmic vesicle	cellular response to nutrient levels	cellular response to nutrient	organelle subcompartment	CVT pathway	maintenance of protein location in cell	late endosome to vacuole transport via multivesicular body sorting pathway	protein localization to organelle	protein localization to Golgi apparatus	ESCRT complex	retrograde transport, endosome to Golgi	protein homodimerization activity	ubiquitin binding	ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	histone exchange	positive regulation of GTPase activity	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular carbohydrate metabolic process	Golgi apparatus part	single-organism carbohydrate metabolic process	carbon catabolite repression of transcription	late endosome to vacuole transport	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription	transition metal ion binding	protein heterodimerization activity	protein dimerization activity	Golgi vesicle transport	organelle fusion	regulation of response to stimulus	SWI/SNF superfamily-type complex	cellular response to chemical stimulus	cellular response to abiotic stimulus	cellular response to pH	establishment of protein localization to organelle	regulation of cellular response to stress	establishment of protein localization to membrane	bounding membrane of organelle	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	negative regulation of intracellular signal transduction
transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	0.17341977309562398	-0.11068408916218266	0.09486931268151043	-0.055900621118011376	-0.09254498714652853	0.38181818181818183	-0.1021069692058344	-0.08181818181818161	0.7736351531291611	0.7921760391198043	1.0	0.8757309941520468	0.8757309941520468	0.6506165590135056	-0.055900621118011376	-0.1318242343541934	-0.08181818181818161	-0.15677735438214438	-0.055900621118011376	-0.06969990319457788	0.22727272727272768	-0.06969990319457788	-0.1021069692058344	0.3145161290322579	0.32794774836713647	0.4839549002601906	0.4839549002601906	-0.1525423728813555	-0.09254498714652853	-0.06969990319457788	-0.16781157998037285	-0.08181818181818161	-0.08181818181818161	-0.09254498714652853	0.05312767780634077	-0.1525423728813555	-0.055900621118011376	-0.09254498714652853	0.5507927187316503	-0.11842105263157794	0.6428571428571427	0.01785714285714263	0.6761023407729994	0.05167351732237286	-0.09254498714652853	0.05312767780634077	0.07272727272727306	-0.16781157998037285	-0.1318242343541934	-0.1021069692058344	-0.055900621118011376	-0.055900621118011376	-0.06969990319457788	-0.055900621118011376	-0.055900621118011376	0.6428571428571427	-0.14797416324133836	0.2077230359520641	0.28132205995388176	-0.09254498714652853	-0.09254498714652853	-0.055900621118011376	-0.06969990319457788	-0.16438356164383514	-0.055900621118011376	-0.06969990319457788	-0.06969990319457788	-0.055900621118011376	-0.055900621118011376	-0.06969990319457788	-0.08181818181818161	-0.08181818181818161	0.6158192090395481	0.38181818181818183	0.1200828157349892	0.019984627209838398	-0.14797416324133836	0.09454061251664501	-0.055900621118011376	-0.09254498714652853	0.6761023407729994	0.7118644067796608	0.4240077444336886	0.4642857142857143	-0.055900621118011376	-0.09254498714652853	-0.1318242343541934	-0.08181818181818161	0.13011695906432752	-0.09254498714652853	0.3984757757212848	0.07272727272727306	0.1200828157349892	-0.1525423728813555	0.05312767780634077	-0.08181818181818161	-0.11886717191862793	0.588576960309777	-0.055900621118011376
core promoter proximal region sequence-specific DNA binding	0.035656401944895035	-0.11068408916218266	-0.06969990319457788	-0.055900621118011376	-0.09254498714652853	0.38181818181818183	0.035656401944895035	-0.08181818181818161	0.8868175765645804	0.6882640586797067	0.8757309941520468	1.0	0.8757309941520468	0.7504403992953611	-0.055900621118011376	-0.1318242343541934	-0.08181818181818161	-0.15677735438214438	-0.055900621118011376	-0.06969990319457788	0.22727272727272768	-0.06969990319457788	0.035656401944895035	0.3145161290322579	0.32794774836713647	0.4839549002601906	0.4839549002601906	-0.1525423728813555	-0.09254498714652853	-0.06969990319457788	-0.16781157998037285	-0.08181818181818161	-0.08181818181818161	-0.09254498714652853	0.05312767780634077	-0.1525423728813555	-0.055900621118011376	-0.09254498714652853	0.5507927187316503	-0.11842105263157794	0.5535714285714287	0.01785714285714263	0.5835601524224281	0.05167351732237286	-0.09254498714652853	0.05312767780634077	0.07272727272727306	-0.16781157998037285	-0.1318242343541934	-0.1021069692058344	-0.055900621118011376	-0.055900621118011376	-0.06969990319457788	-0.055900621118011376	-0.055900621118011376	0.5535714285714287	-0.14797416324133836	0.2077230359520641	0.28132205995388176	-0.09254498714652853	-0.09254498714652853	-0.055900621118011376	-0.06969990319457788	-0.16438356164383514	-0.055900621118011376	-0.06969990319457788	-0.06969990319457788	-0.055900621118011376	-0.055900621118011376	-0.06969990319457788	-0.08181818181818161	-0.08181818181818161	0.7118644067796608	0.38181818181818183	0.1200828157349892	0.019984627209838398	-0.14797416324133836	0.09454061251664501	-0.055900621118011376	-0.09254498714652853	0.5835601524224281	0.6158192090395481	0.4240077444336886	0.4642857142857143	0.1200828157349892	0.05312767780634077	-0.1318242343541934	-0.08181818181818161	0.13011695906432752	-0.09254498714652853	0.30593358737071313	-0.08181818181818161	-0.055900621118011376	-0.1525423728813555	0.05312767780634077	-0.08181818181818161	-0.11886717191862793	0.588576960309777	-0.055900621118011376
transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	0.17341977309562398	-0.11068408916218266	-0.06969990319457788	-0.055900621118011376	-0.09254498714652853	0.38181818181818183	-0.1021069692058344	-0.08181818181818161	0.8868175765645804	0.7921760391198043	0.8757309941520468	0.8757309941520468	1.0	0.7504403992953611	-0.055900621118011376	-0.1318242343541934	-0.08181818181818161	-0.15677735438214438	-0.055900621118011376	-0.06969990319457788	0.22727272727272768	-0.06969990319457788	-0.1021069692058344	0.3145161290322579	0.32794774836713647	0.4839549002601906	0.4839549002601906	-0.1525423728813555	-0.09254498714652853	-0.06969990319457788	-0.16781157998037285	-0.08181818181818161	-0.08181818181818161	-0.09254498714652853	0.05312767780634077	-0.1525423728813555	-0.055900621118011376	-0.09254498714652853	0.6506165590135056	-0.11842105263157794	0.6428571428571427	0.01785714285714263	0.6761023407729994	0.05167351732237286	-0.09254498714652853	0.05312767780634077	0.07272727272727306	-0.16781157998037285	-0.1318242343541934	-0.1021069692058344	-0.055900621118011376	-0.055900621118011376	-0.06969990319457788	-0.055900621118011376	-0.055900621118011376	0.6428571428571427	-0.14797416324133836	0.32090545938748366	0.41199077632590314	-0.09254498714652853	-0.09254498714652853	0.1200828157349892	-0.06969990319457788	-0.07813292744799624	-0.055900621118011376	-0.06969990319457788	-0.06969990319457788	-0.055900621118011376	-0.055900621118011376	-0.06969990319457788	-0.08181818181818161	-0.08181818181818161	0.7118644067796608	0.38181818181818183	0.1200828157349892	0.019984627209838398	-0.14797416324133836	0.09454061251664501	-0.055900621118011376	-0.09254498714652853	0.6761023407729994	0.7118644067796608	0.4240077444336886	0.5535714285714287	-0.055900621118011376	-0.09254498714652853	-0.1318242343541934	-0.08181818181818161	0.13011695906432752	-0.09254498714652853	0.3984757757212848	-0.08181818181818161	-0.055900621118011376	-0.1525423728813555	0.05312767780634077	-0.08181818181818161	-0.11886717191862793	0.588576960309777	-0.055900621118011376
double-stranded DNA binding	0.1976085588420389	-0.13608748481166416	-0.07898448519040874	-0.06171932402645141	-0.1096605744125325	0.25084745762711824	0.0906230333543107	-0.09491525423728854	0.8596587782058338	0.6038322112894873	0.6506165590135056	0.7504403992953611	0.7504403992953611	1.0	-0.06171932402645141	-0.1695101816180515	-0.09491525423728854	-0.21313035204567088	-0.06171932402645141	-0.07898448519040874	0.13559322033898302	-0.07898448519040874	0.0906230333543107	0.41875610550309356	0.435965494359655	0.6261495401839264	0.6261495401839264	-0.20537897310513448	-0.1096605744125325	-0.07898448519040874	-0.23405191377034784	-0.09491525423728854	-0.09491525423728854	-0.1096605744125325	0.0013054830287198098	-0.20537897310513448	-0.06171932402645141	-0.1096605744125325	0.5724346076458751	-0.14797416324133836	0.7244094488188978	0.1732283464566932	0.757373929590866	0.23038229376257585	-0.1096605744125325	0.0013054830287198098	0.020338983050847224	-0.23405191377034784	-0.1695101816180515	-0.1233480176211459	-0.06171932402645141	-0.06171932402645141	-0.07898448519040874	-0.06171932402645141	-0.06171932402645141	0.7244094488188978	-0.19718309859154873	0.2982938910291695	0.3803159173754561	-0.1096605744125325	-0.1096605744125325	0.06318883174136598	-0.07898448519040874	-0.15072202166064985	-0.06171932402645141	-0.07898448519040874	-0.07898448519040874	-0.06171932402645141	-0.06171932402645141	-0.07898448519040874	-0.09491525423728854	-0.09491525423728854	0.8753056234718827	0.25084745762711824	0.06318883174136598	0.07047387606318412	-0.19718309859154873	0.1111722619702808	-0.06171932402645141	-0.1096605744125325	0.757373929590866	0.7921760391198043	0.40056417489421664	0.48818897637795255	0.18809698750918494	0.11227154046997374	-0.1695101816180515	-0.09491525423728854	0.151497357604228	0.0013054830287198098	0.3529971455756424	-0.09491525423728854	-0.06171932402645141	-0.20537897310513448	0.11227154046997374	-0.09491525423728854	-0.20883233532934137	0.40056417489421664	-0.06171932402645141
iron ion binding	-0.05198019801980114	-0.05411499436302192	-0.042031523642729475	-0.03658536585365846	-0.04938271604938261	-0.04615384615384689	-0.05198019801980114	-0.04615384615384689	-0.05871886120996477	-0.06084243369734729	-0.055900621118011376	-0.055900621118011376	-0.055900621118011376	-0.06171932402645141	1.0	-0.05871886120996477	-0.04615384615384689	-0.06319947333772165	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.042031523642729475	-0.05198019801980114	-0.06918238993710672	-0.06899029823931012	-0.06660231660231627	-0.06660231660231627	-0.062499999999999827	0.41700960219478833	-0.042031523642729475	-0.06492027334851935	-0.04615384615384689	-0.04615384615384689	-0.04938271604938261	-0.04938271604938261	-0.062499999999999827	-0.03658536585365846	-0.04938271604938261	-0.06171932402645141	0.47204968944099385	-0.06382978723404219	-0.06382978723404219	-0.06319947333772165	-0.06171932402645141	-0.04938271604938261	-0.04938271604938261	-0.04615384615384689	-0.06492027334851935	-0.05871886120996477	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.06382978723404219	-0.06171932402645141	-0.05871886120996477	-0.05411499436302192	-0.04938271604938261	-0.04938271604938261	-0.03658536585365846	-0.042031523642729475	-0.06440071556350609	-0.03658536585365846	-0.042031523642729475	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.04615384615384689	-0.062499999999999827	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	-0.06171932402645141	-0.05871886120996477	-0.03658536585365846	-0.04938271604938261	-0.06319947333772165	-0.062499999999999827	-0.042031523642729475	0.25531914893617	-0.03658536585365846	-0.04938271604938261	-0.05871886120996477	-0.04615384615384689	-0.055900621118011376	-0.04938271604938261	-0.06319947333772165	-0.04615384615384689	-0.03658536585365846	-0.062499999999999827	-0.04938271604938261	-0.04615384615384689	-0.06756171502815078	-0.042031523642729475	-0.03658536585365846
endosome	0.13517441860465157	-0.12230715774843677	0.0690817186183656	-0.05871886120996477	0.1584158415841582	0.18400000000000027	-0.11191860465116261	-0.08800000000000008	-0.14864864864864868	-0.16305587229190457	-0.1318242343541934	-0.1318242343541934	-0.1318242343541934	-0.1695101816180515	-0.05871886120996477	1.0	0.5920000000000001	0.16881111682964478	0.24377224199288308	0.0690817186183656	-0.08800000000000008	-0.07413647851726989	-0.11191860465116261	-0.12806901128068968	-0.12334801762114532	-0.06963087248322161	-0.06963087248322161	0.4574468085106385	-0.1005331302361005	-0.07413647851726989	0.44183864915572246	-0.08800000000000008	0.3199999999999998	0.4173648134044169	-0.1005331302361005	0.5478723404255318	0.09252669039145826	0.28789032749428783	-0.0759493670886077	-0.1318242343541934	-0.18644067796610164	0.06779661016949146	-0.18116314976839898	0.01761144744083698	-0.1005331302361005	0.5468392993145468	0.4559999999999997	0.3621013133208258	0.5823095823095824	0.25872093023255804	-0.05871886120996477	0.09252669039145826	-0.07413647851726989	-0.05871886120996477	-0.05871886120996477	-0.18644067796610164	0.8596587782058338	0.060196560196560875	0.11396803335649758	0.28789032749428783	0.1584158415841582	0.24377224199288308	0.35551811288963825	0.38376027066215573	0.24377224199288308	0.49873631002527424	0.21229991575400234	0.09252669039145826	0.24377224199288308	0.49873631002527424	-0.08800000000000008	-0.08800000000000008	-0.17553191489361716	-0.08800000000000008	-0.05871886120996477	-0.12230715774843677	0.20473307649972503	-0.14864864864864868	0.24377224199288308	0.5468392993145468	-0.18116314976839898	-0.17553191489361716	-0.07413647851726989	-0.10169491525423759	-0.05871886120996477	0.028941355674028536	0.16461916461916493	0.18400000000000027	-0.1318242343541934	-0.1005331302361005	-0.006176016469376684	-0.08800000000000008	-0.05871886120996477	0.4574468085106385	-0.1005331302361005	0.18400000000000027	0.5044694908666926	-0.07413647851726989	-0.05871886120996477
late endosome	0.10526315789473675	-0.07804878048780448	-0.05517241379310436	-0.04615384615384689	0.12571428571428572	0.1499999999999994	-0.07368421052631516	-0.062500000000001	-0.08800000000000008	-0.09285714285714315	-0.08181818181818161	-0.08181818181818161	-0.08181818181818161	-0.09491525423728854	-0.04615384615384689	0.5920000000000001	1.0	0.006153846153846245	0.21538461538461487	0.17931034482758568	-0.062500000000001	-0.05517241379310436	-0.07368421052631516	-0.05517241379310375	-0.05309734513274361	-0.027906976744186483	-0.027906976744186483	0.3419354838709679	-0.06857142857142774	-0.05517241379310436	0.35675675675675694	-0.062500000000001	-0.062500000000001	0.320000000000001	-0.06857142857142774	0.3419354838709679	0.21538461538461487	0.12571428571428572	0.020338983050847224	-0.08181818181818161	-0.09999999999999962	0.10000000000000052	-0.09846153846153795	0.020338983050847224	-0.06857142857142774	0.7085714285714282	0.5749999999999992	0.08108108108108145	0.3199999999999998	-0.07368421052631516	-0.04615384615384689	-0.04615384615384689	-0.05517241379310436	-0.04615384615384689	-0.04615384615384689	-0.09999999999999962	0.4813559322033898	0.04799999999999945	0.08780487804878094	0.320000000000001	0.12571428571428572	0.47692307692307717	0.41379310344827563	0.28169014084507055	0.47692307692307717	0.6482758620689653	-0.05517241379310436	-0.04615384615384689	0.47692307692307717	0.6482758620689653	-0.062500000000001	-0.062500000000001	-0.09677419354838757	-0.062500000000001	-0.04615384615384689	-0.07804878048780448	0.020338983050847224	-0.08800000000000008	0.21538461538461487	0.5142857142857145	-0.09846153846153795	-0.09677419354838757	-0.05517241379310436	0.0	-0.04615384615384689	-0.06857142857142774	-0.08800000000000008	-0.062500000000001	-0.08181818181818161	-0.06857142857142774	0.006153846153846245	-0.062500000000001	-0.04615384615384689	0.3419354838709679	-0.06857142857142774	0.3624999999999998	0.24842105263157876	-0.05517241379310436	-0.04615384615384689
Golgi apparatus	-0.12940496822645872	0.6188340807174888	0.026717557251907997	-0.06319947333772165	-0.11442193087008348	-0.09846153846153795	-0.12940496822645872	-0.09846153846153795	-0.18116314976839898	-0.2030258662762319	-0.15677735438214438	-0.15677735438214438	-0.15677735438214438	-0.21313035204567088	-0.06319947333772165	0.16881111682964478	0.006153846153846245	1.0	0.2725477287689272	-0.08142493638676845	-0.09846153846153795	0.026717557251907997	-0.12940496822645872	-0.28497909295593427	-0.2794502617801048	-0.28538193098100006	-0.28538193098100006	0.17169373549884023	-0.11442193087008348	-0.08142493638676845	0.389522602450359	0.424615384615385	0.21538461538461562	0.2908224076281283	-0.11442193087008348	0.2505800464037124	-0.06319947333772165	-0.11442193087008348	-0.21313035204567088	-0.06423516603157314	-0.24060150375939818	-0.24060150375939818	-0.23188405797101458	-0.21313035204567088	-0.013110846245530787	-0.013110846245530787	-0.09846153846153795	0.7486269539501478	0.16881111682964478	0.26343154246100514	0.2725477287689272	0.2725477287689272	0.13486005089058545	-0.06319947333772165	-0.06319947333772165	-0.24060150375939818	0.2721217887725973	-0.18116314976839898	-0.14349775784753369	0.3921334922526819	0.2908224076281283	-0.06319947333772165	-0.08142493638676845	0.1918755401901467	0.04871626069782761	-0.08142493638676845	0.35114503816793935	-0.06319947333772165	-0.06319947333772165	-0.08142493638676845	-0.09846153846153795	0.11076923076923142	-0.22273781902552164	-0.09846153846153795	-0.06319947333772165	-0.04820627802690621	0.9191246431969552	-0.09366958311888823	-0.06319947333772165	-0.11442193087008348	-0.23188405797101458	-0.22273781902552164	-0.08142493638676845	-0.24060150375939818	-0.06319947333772165	-0.11442193087008348	0.6062789500772001	0.11076923076923142	-0.06423516603157314	-0.11442193087008348	-0.23188405797101458	-0.09846153846153795	-0.06319947333772165	0.17169373549884023	-0.11442193087008348	0.11076923076923142	0.44119795471146844	-0.08142493638676845	-0.06319947333772165
trans-Golgi network	-0.05198019801980114	-0.05411499436302192	-0.042031523642729475	-0.03658536585365846	-0.04938271604938261	-0.04615384615384689	-0.05198019801980114	-0.04615384615384689	-0.05871886120996477	-0.06084243369734729	-0.055900621118011376	-0.055900621118011376	-0.055900621118011376	-0.06171932402645141	-0.03658536585365846	0.24377224199288308	0.21538461538461487	0.2725477287689272	1.0	-0.042031523642729475	-0.04615384615384689	-0.042031523642729475	-0.05198019801980114	-0.06918238993710672	-0.06899029823931012	-0.06660231660231627	-0.06660231660231627	0.1736111111111115	-0.04938271604938261	-0.042031523642729475	0.22551252847380437	0.21538461538461487	0.47692307692307717	0.6502057613168725	-0.04938271604938261	0.1736111111111115	-0.03658536585365846	-0.04938271604938261	-0.06171932402645141	-0.055900621118011376	-0.06382978723404219	-0.06382978723404219	-0.06319947333772165	-0.06171932402645141	-0.04938271604938261	0.18381344307270167	-0.04615384615384689	0.22551252847380437	-0.05871886120996477	-0.05198019801980114	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.06382978723404219	0.18809698750918494	-0.05871886120996477	-0.05411499436302192	0.6502057613168725	0.18381344307270167	-0.03658536585365846	-0.042031523642729475	0.13834227787716197	0.30894308943089327	-0.042031523642729475	-0.042031523642729475	-0.03658536585365846	-0.03658536585365846	-0.042031523642729475	-0.04615384615384689	-0.04615384615384689	-0.062499999999999827	-0.04615384615384689	-0.03658536585365846	-0.05411499436302192	0.31300514327700196	-0.05871886120996477	-0.03658536585365846	-0.04938271604938261	-0.06319947333772165	-0.062499999999999827	-0.042031523642729475	-0.06382978723404219	-0.03658536585365846	-0.04938271604938261	0.24377224199288308	0.21538461538461487	-0.055900621118011376	-0.04938271604938261	-0.06319947333772165	-0.04615384615384689	-0.03658536585365846	0.1736111111111115	-0.04938271604938261	0.21538461538461487	0.07968817669987019	-0.042031523642729475	-0.03658536585365846
microtubule	-0.06370875995449499	-0.06694560669455976	-0.04938271604938143	-0.042031523642729475	0.1521197007481286	-0.05517241379310436	-0.06370875995449499	-0.05517241379310436	-0.07413647851726989	-0.07755406413124587	-0.06969990319457788	-0.06969990319457788	-0.06969990319457788	-0.07898448519040874	-0.042031523642729475	0.0690817186183656	0.17931034482758568	-0.08142493638676845	-0.042031523642729475	1.0	-0.05517241379310436	-0.04938271604938143	-0.06370875995449499	-0.0916348490107601	-0.09129814550641942	-0.0871624822359073	-0.0871624822359073	0.03344481605351167	-0.05985037406483844	-0.04938271604938143	0.009983361064891822	-0.05517241379310436	-0.05517241379310436	0.1521197007481286	-0.05985037406483844	0.03344481605351167	0.8511383537653235	0.5760598503740646	-0.07898448519040874	-0.06969990319457788	-0.0824742268041236	-0.0824742268041236	-0.08142493638676845	-0.07898448519040874	-0.05985037406483844	-0.05985037406483844	-0.05517241379310436	0.009983361064891822	-0.07413647851726989	-0.06370875995449499	-0.042031523642729475	-0.042031523642729475	-0.04938271604938143	0.8511383537653235	-0.042031523642729475	-0.0824742268041236	0.04090267983074683	-0.07413647851726989	-0.06694560669455976	0.1521197007481286	-0.05985037406483844	0.2556917688266199	-0.04938271604938143	0.015063731170336353	0.2556917688266199	-0.04938271604938143	-0.04938271604938143	0.2556917688266199	-0.042031523642729475	-0.04938271604938143	-0.05517241379310436	-0.05517241379310436	-0.08026755852842828	-0.05517241379310436	-0.042031523642729475	-0.06694560669455976	-0.07898448519040874	-0.07413647851726989	-0.042031523642729475	-0.05985037406483844	-0.08142493638676845	-0.08026755852842828	-0.04938271604938143	-0.0824742268041236	0.2556917688266199	0.36408977556109734	-0.07413647851726989	0.41379310344827563	-0.06969990319457788	-0.05985037406483844	-0.08142493638676845	-0.05517241379310436	-0.042031523642729475	0.03344481605351167	-0.05985037406483844	-0.05517241379310436	-0.016225448334756382	-0.04938271604938143	-0.042031523642729475
monosaccharide metabolic process	-0.07368421052631516	-0.07804878048780448	0.17931034482758568	0.21538461538461487	-0.06857142857142774	0.3624999999999998	-0.07368421052631516	-0.062500000000001	0.18400000000000027	0.15000000000000002	0.22727272727272768	0.22727272727272768	0.22727272727272768	0.13559322033898302	-0.04615384615384689	-0.08800000000000008	-0.062500000000001	-0.09846153846153795	-0.04615384615384689	-0.05517241379310436	1.0	-0.05517241379310436	-0.07368421052631516	0.06206896551724123	0.0672566371681415	0.05116279069767445	0.05116279069767445	-0.09677419354838757	-0.06857142857142774	0.41379310344827563	-0.10270270270270253	-0.062500000000001	-0.062500000000001	-0.06857142857142774	0.12571428571428572	-0.09677419354838757	-0.04615384615384689	-0.06857142857142774	0.13559322033898302	-0.08181818181818161	0.10000000000000052	0.0	0.11076923076923142	0.020338983050847224	-0.06857142857142774	-0.06857142857142774	-0.062500000000001	-0.10270270270270253	-0.08800000000000008	-0.07368421052631516	-0.04615384615384689	-0.04615384615384689	-0.05517241379310436	-0.04615384615384689	-0.04615384615384689	0.10000000000000052	-0.09491525423728854	0.3199999999999998	0.4195121951219512	-0.06857142857142774	-0.06857142857142774	-0.04615384615384689	-0.05517241379310436	-0.005633802816901495	-0.04615384615384689	-0.05517241379310436	-0.05517241379310436	-0.04615384615384689	-0.04615384615384689	-0.05517241379310436	-0.062500000000001	-0.062500000000001	0.12258064516129015	-0.062500000000001	-0.04615384615384689	0.25365853658536647	-0.09491525423728854	0.5920000000000001	0.21538461538461487	-0.06857142857142774	0.11076923076923142	0.12258064516129015	0.41379310344827563	0.10000000000000052	-0.04615384615384689	-0.06857142857142774	-0.08800000000000008	-0.062500000000001	-0.08181818181818161	-0.06857142857142774	0.21538461538461562	-0.062500000000001	-0.04615384615384689	-0.09677419354838757	-0.06857142857142774	-0.062500000000001	-0.10947368421052667	0.41379310344827563	-0.04615384615384689
