NAME	mannosyltransferase activity	carbon catabolite regulation of transcription from RNA polymerase II promoter	carbon catabolite activation of transcription from RNA polymerase II promoter	mitochondrial RNA metabolic process	transcription regulatory region sequence-specific DNA binding	RNA polymerase II regulatory region sequence-specific DNA binding	RNA polymerase II transcription factor activity, sequence-specific DNA binding	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding	core promoter proximal region sequence-specific DNA binding	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding	nucleic acid binding	DNA binding	mitochondrion	mitochondrial matrix	organic acid metabolic process	transcription, DNA-templated	regulation of transcription, DNA-templated	regulation of transcription from RNA polymerase II promoter	transcription from RNA polymerase II promoter	protein glycosylation	lipid metabolic process	water-soluble vitamin metabolic process	cellular ion homeostasis	cellular metal ion homeostasis	mitochondrion organization	zinc ion binding	lipid biosynthetic process	macromolecule biosynthetic process	response to extracellular stimulus	gene expression	regulation of gene expression	positive regulation of macromolecule biosynthetic process	regulation of cellular ketone metabolic process	positive regulation of macromolecule metabolic process	positive regulation of gene expression	positive regulation of mitochondrion organization	proton-transporting two-sector ATPase complex	vacuolar proton-transporting V-type ATPase complex	transferase activity, transferring glycosyl groups	heterocycle biosynthetic process	regulation of lipid metabolic process	regulation of nucleobase-containing compound metabolic process	regulation of metabolic process	aromatic compound biosynthetic process	cellular homeostasis	carboxylic acid metabolic process	cation-transporting ATPase activity	integral component of Golgi membrane	organelle membrane	regulation of cellular biosynthetic process	positive regulation of cellular biosynthetic process	positive regulation of cellular catabolic process	cellular response to extracellular stimulus	organelle subcompartment	mitochondrial translation	RNA biosynthetic process	cellular response to oxidative stress	cellular macromolecule biosynthetic process	nucleobase-containing compound biosynthetic process	SPOTS complex	cellular response to decreased oxygen levels	cellular ketone metabolic process	mitochondrial nucleoid	sequence-specific DNA binding	regulation of transcription from RNA polymerase II promoter in response to stress	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	cellular biosynthetic process	cellular nitrogen compound biosynthetic process	mitochondrial part	cytoplasmic part	mitochondrial membrane part	single-organism biosynthetic process	positive regulation of cellular amino acid metabolic process	positive regulation of lipid metabolic process	positive regulation of transcription, DNA-templated	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription from RNA polymerase II promoter	metal ion binding	transition metal ion binding	positive regulation of cellular process	chemical homeostasis	regulation of cellular process	regulation of nitrogen compound metabolic process	positive regulation of nitrogen compound metabolic process	tRNA aminoacylation for mitochondrial protein translation	cellular response to chemical stimulus	cellular response to pH	monocarboxylic acid biosynthetic process	regulation of cellular ketone metabolic process by regulation of transcription from RNA polymerase II promoter	mitochondrial respiratory chain complex III biogenesis	organic cyclic compound biosynthetic process	positive regulation of transcription from RNA polymerase II promoter involved in cellular response to chemical stimulus	organic substance biosynthetic process	regulation of cellular macromolecule biosynthetic process
nucleic acid binding	-0.056550424128180746	0.13395348837209337	0.12252591894439198	0.11048689138576802	0.38602620087336237	0.34482758620689646	0.4717775905644482	0.3655536028119508	0.34482758620689646	0.32384341637010683	1.0	0.6825775656324584	0.050708426547353025	0.14236111111111102	0.1711934156378602	0.5393939393939393	0.5224676313785227	0.5365853658536585	0.5416342412451361	-0.07813953488372048	-0.07547169811320745	-0.06741573033707869	-0.061261261261261336	-0.018484288354898157	0.14070351758793959	0.3481989708404805	-0.08185053380782903	0.4634146341463416	0.20053715308863052	0.6771241830065359	0.5697589481373265	0.4158576051779935	0.11048689138576802	0.41050119331742246	0.4158576051779935	-0.009487666034155507	-0.056550424128180746	-0.03438395415472745	-0.09917355371900795	0.4532374100719425	0.0037453183520598896	0.5106060606060605	0.4958100558659217	0.4532374100719425	-0.10193321616871703	0.16153205661948375	-0.06741573033707869	-0.056550424128180746	-0.31767337807606216	0.5191612436731742	0.3920000000000002	0.09867172675521799	0.1903898458748865	-0.08872458410351182	0.09854014598540121	0.5275056518462697	0.11019283746556496	0.48316062176165797	0.4752906976744186	-0.03438395415472745	0.07449856733524353	0.07529843893480284	0.06261859582542703	0.46547314578005133	0.19223659889094283	0.12252591894439198	0.3036649214659686	0.5281045751633987	-0.022151898734177	-0.17258328782086296	-0.13965980304386708	-0.15106215578284812	0.07449856733524353	0.026565464895635427	0.45267489711934156	0.44026186579378085	0.42713567839195987	0.3057419835943327	0.27649006622516553	0.37558685446009377	-0.09195402298850548	0.3482849604221639	0.5079136690647482	0.3802704852824186	0.03820439350525341	0.28477905073649773	0.07449856733524353	-0.042790697674418524	0.03820439350525341	-0.03438395415472745	0.43162393162393153	0.16930232558139538	0.3036649214659686	0.55359765051395
DNA binding	-0.05350194552529259	0.24929444967074343	0.22373540856031154	-0.06312769010043032	0.631663974151858	0.5735660847880296	0.7453462397617274	0.6030315444489962	0.5735660847880296	0.5432307043441585	0.6825775656324584	1.0	-0.12152777777777754	0.02389486260454022	0.19320594479830125	0.7108325872873771	0.7249698431845598	0.7797810688989053	0.7487405541561712	-0.07243650047036651	0.0061991476172028525	-0.06312769010043032	-0.11473272490221624	-0.08144377602961578	-0.02646085997794902	0.5803951956605965	-0.03374103753690408	0.4100418410041839	0.3655821917808216	0.44308111792774363	0.6512791991101223	0.6305015353121801	0.20946915351506426	0.5869565217391304	0.6305015353121801	0.012864918357248411	-0.05350194552529259	-0.033232628398791215	-0.09016393442623019	0.5841664415022964	0.04591104734576764	0.7108325872873771	0.5481973919713629	0.5841664415022964	-0.14420319541171625	0.1727140783744561	-0.06312769010043032	-0.05350194552529259	-0.18749999999999975	0.6268412438625205	0.6011329556814395	0.18208807521029194	0.345984112974404	-0.08144377602961578	-0.047512326311071655	0.696987595983461	0.16939890710382544	0.4263028405278463	0.6075461305425504	-0.033232628398791215	0.13897280966767392	0.16939890710382544	0.12568035625927712	0.7385321100917432	0.3405830633965756	0.22373540856031154	0.25364758698092016	0.44308111792774363	-0.09508303484207062	-0.2160514730782255	-0.12243150684931567	-0.1010946555054735	0.13897280966767392	0.06927263730826327	0.6772823779193204	0.6613072352324362	0.6857772877618521	0.43923611111111105	0.48943031171623075	0.5463228271251193	-0.13715710723191973	0.4340798891710922	0.6149689273169412	0.5869565217391304	-0.033232628398791215	0.46207619713386916	0.13897280966767392	-0.018814675446848176	0.08157099697885226	-0.033232628398791215	0.5616547334924424	0.30291627469426163	0.25364758698092016	0.6638584667228304
mitochondrion	-0.05555555555555627	-0.03485838779956432	-0.013333333333333206	0.18481848184818497	-0.13095238095238035	-0.11313131313131311	-0.14500941619585686	-0.084084084084084	-0.11313131313131311	-0.10397553516819587	0.050708426547353025	-0.12152777777777754	1.0	0.4955752212389381	0.10018214936247696	-0.24817518248175185	-0.27287581699346414	-0.2341880341880345	-0.24747474747474796	-0.07625272331154691	-0.08309178743961416	0.05940594059405926	-0.04569055036344788	-0.0043149946062567	0.6274509803921567	-0.11980676328502442	-0.026503567787971583	-0.1728395061728395	-0.0946502057613167	0.026613439787092467	-0.20216049382716048	-0.09777777777777782	-0.06600660066006575	-0.08854166666666677	-0.09777777777777782	0.12570145903479202	0.028888888888888232	-0.03401360544217696	-0.09615384615384642	-0.16326530612244905	-0.06600660066006575	-0.24817518248175185	-0.20043572984749444	-0.16326530612244905	-0.00800800800800793	0.08518518518518567	0.05940594059405926	-0.05555555555555627	0.24603174603174577	-0.21461187214611857	-0.1137357830271218	-0.04489337822671195	-0.07547169811320756	-0.04530744336569615	0.2962962962962964	-0.2238325281803545	-0.055555555555555	-0.1617357001972385	-0.17931034482758582	-0.03401360544217696	0.052154195011337785	-0.014957264957265204	0.12570145903479202	-0.1647509578544059	-0.04530744336569615	-0.05555555555555627	-0.08820160366552118	-0.0492348636061211	0.8199827734711455	0.2962962962962961	0.374485596707819	0.05811965811965787	-0.03401360544217696	-0.04489337822671195	-0.17668488160291473	-0.14995483288166273	-0.15312791783380003	-0.055555555555555906	-0.06427915518824581	-0.11195928753180678	-0.03636363636363637	-0.24107744107744092	-0.19198790627362064	-0.08854166666666677	0.09523809523809512	-0.11562782294489633	0.00907029478458041	0.08932461873638338	-0.03401360544217696	0.09523809523809512	-0.17598806860551786	-0.03485838779956432	-0.08820160366552118	-0.19580419580419556
mitochondrial matrix	-0.047961630695442244	-0.06263982102908126	-0.047961630695442244	0.3842592592592598	-0.11390284757118871	-0.10582010582010538	-0.07860262008733598	-0.0446735395188999	-0.10582010582010538	-0.10144927536231922	0.14236111111111102	0.02389486260454022	0.4955752212389381	1.0	0.1606425702811248	-0.0946502057613167	-0.13166144200626947	-0.11764705882352954	-0.12263099219620965	-0.06263982102908126	-0.06542056074766289	0.12037037037037084	-0.01915708812260518	0.012987012987014407	0.6752136752136755	-0.06542056074766289	-0.03260869565217357	0.05128205128205128	-0.09683426443202948	0.14486638537271462	-0.005571030640668808	0.04040404040404003	-0.055555555555555	0.06929510155316587	0.04040404040404003	0.338308457711443	-0.047961630695442244	-0.03100775193798322	-0.07547169811320675	-0.08377896613190715	-0.055555555555555	-0.0946502057613167	-0.0033003300330032687	-0.08377896613190715	-0.0446735395188999	0.178521617852162	0.032407407407408696	-0.047961630695442244	0.04719764011799434	-0.01264679313459822	0.029197080291970535	-0.039800995024875226	-0.08678500986193279	-0.06926406926406856	0.5365853658536582	-0.058763931104356425	-0.07547169811320675	0.05785123966942144	-0.07875457875457864	-0.03100775193798322	0.06718346253229998	0.004192872117401134	0.338308457711443	-0.12785388127853803	-0.06926406926406856	-0.047961630695442244	0.03284072249589499	0.06469760900140636	0.6431924882629108	0.10836961780358008	0.25698324022346347	0.013840830449827268	-0.03100775193798322	-0.039800995024875226	-0.09370816599732215	-0.047244094488188504	-0.08262108262108177	-0.027531956735496285	-0.038251366120218205	0.052154195011338174	-0.0388007054673724	-0.03735632183908063	0.017825311942958836	0.06929510155316587	0.2635658914728683	-0.09711286089238796	0.06718346253229998	0.1923937360178975	-0.03100775193798322	0.2635658914728683	-0.08854166666666641	-0.06263982102908126	0.03284072249589499	-0.0018832391713747467
organic acid metabolic process	-0.051903114186850695	0.24503311258278151	0.14532871972318373	0.13197969543147253	0.11989100817438716	0.14124293785310793	0.20443349753694603	0.1830790568654648	0.14124293785310793	0.15251798561151084	0.1711934156378602	0.19320594479830125	0.10018214936247696	0.1606425702811248	1.0	0.12086874409820603	0.12810707456978981	0.17561983471074397	0.15895372233400398	-0.06953642384105954	0.13971539456662319	0.13197969543147253	-0.10762331838565026	-0.07779578606158877	0.055757575757576096	0.1888745148771023	0.09784172661870558	0.07594936708860758	0.21994134897360706	0.12146307798481697	0.10782608695652163	0.22148394241417516	0.3248730964467008	0.19320594479830125	0.22148394241417516	0.024778761061947926	-0.051903114186850695	-0.03260869565217292	-0.08571428571428608	0.1530698065601349	0.06768189509306312	0.12086874409820603	0.055248618784530155	0.1530698065601349	-0.13314840499306485	0.9546539379474936	-0.060913705583755716	-0.051903114186850695	-0.14207650273224073	0.09523809523809552	0.20236813778256157	0.159292035398231	0.24695121951219542	-0.07779578606158877	0.20217729393468092	0.14925373134328382	-0.025396825396825723	0.08542372881355946	0.1668099742046431	-0.03260869565217292	-0.03260869565217292	0.27619047619047593	-0.04247787610619426	0.17811704834605563	-0.07779578606158877	-0.051903114186850695	0.19777777777777789	0.20013802622498283	0.06492146596858615	-0.07868525896414338	-0.002932551319648066	0.29338842975206625	0.17391304347826167	0.024778761061947926	0.20833333333333376	0.19840364880273711	0.24000000000000032	0.2040072859744988	0.21856639247943593	0.16717635066258907	-0.12711864406779583	-0.0014054813773717364	0.08915054667788092	0.19320594479830125	0.17391304347826167	0.1117445838084384	0.036231884057971946	0.37086092715231794	0.17391304347826167	0.036231884057971946	0.13991769547325114	0.11920529801324509	0.19777777777777789	0.11433597185576096
transcription, DNA-templated	-0.05513981882630915	0.23180592991913712	0.16935801496652225	-0.021028037383177357	0.5064080360235541	0.45599151643690333	0.6461940542306435	0.48145556333100054	0.45599151643690333	0.43000000000000005	0.5393939393939393	0.7108325872873771	-0.24817518248175185	-0.0946502057613167	0.12086874409820603	1.0	0.9840915433993861	0.8829568788501025	0.9177963657340642	-0.0754716981132075	-0.03496973772696721	-0.0654205607476638	-0.12253829321662978	-0.08530083777608502	-0.14368932038834956	0.4633490248823135	-0.05857142857142853	0.5785123966942148	0.3623240707325878	0.6184738955823292	0.8954128440366972	0.6856617647058821	0.20093457943925216	0.6427931960608775	0.6856617647058821	7.968127490045509E-4	-0.05513981882630915	-0.03385731559854863	-0.09491525423728758	0.8539210661199385	0.06775700934579455	0.9684385382059798	0.7762512266928362	0.8539210661199385	-0.156752974107768	0.10452067970503352	-0.0654205607476638	-0.05513981882630915	-0.2789943227899428	0.8675445391169635	0.6568332329921736	0.13705179282868538	0.306671581275341	-0.08530083777608502	-0.10432190760059622	0.9843449601757758	0.11977401129943513	0.5982378854625551	0.8813735691987513	-0.03385731559854863	0.10399032648125782	0.16271186440678004	7.968127490045509E-4	0.5634365634365633	0.2619954303122622	0.16935801496652225	0.38290598290598293	0.6184738955823292	-0.2142011834319528	-0.36306510734857733	-0.1313605196679892	-0.1537107656204164	0.10399032648125782	0.046215139442231205	0.7308781869688384	0.7155333749220213	0.6679611650485436	0.337388483373885	0.38437102922490457	0.6020942408376965	-0.14846235418875894	0.639240506329114	0.8539210661199385	0.6427931960608775	-0.03385731559854863	0.4666250779787898	0.10399032648125782	-0.03157489410858723	0.10399032648125782	-0.03385731559854863	0.8272727272727273	0.23180592991913712	0.38290598290598293	0.9096671949286846
regulation of transcription, DNA-templated	-0.05498927038626682	0.238407126015195	0.17435622317596583	-0.06520874751491001	0.5185358986391366	0.4672897196261681	0.6601898873923601	0.4931831653823354	0.4672897196261681	0.4408380767833354	0.5224676313785227	0.7249698431845598	-0.27287581699346414	-0.13166144200626947	0.12810707456978981	0.9840915433993861	1.0	0.8986766739087495	0.9336180124223603	-0.0751899397432535	-0.030940734842452623	-0.06520874751491001	-0.12179725213516512	-0.08494108507056865	-0.17776320104952464	0.47480377658969364	-0.05619474385369964	0.5655172413793101	0.3719392752203722	0.6049631120053653	0.8797045374604291	0.6997211031918192	0.20675944333996057	0.6562123039806999	0.6997211031918192	0.0019003664992533113	-0.05498927038626682	-0.03380049464138497	-0.09447004608294969	0.8383881776784945	0.0707753479125249	0.9840915433993861	0.7611928037459953	0.8383881776784945	-0.15554238292827505	0.11130359462970986	-0.06520874751491001	-0.05498927038626682	-0.27287581699346414	0.8519480519480517	0.67045339283903	0.14117008280168342	0.3151439299123904	-0.08494108507056865	-0.10378433109732906	0.9684443624284921	0.12442396313364097	0.5849819813194088	0.8657185236890325	-0.03380049464138497	0.1071723000824402	0.16820276497695824	0.0019003664992533113	0.5763513513513513	0.26932539168716796	0.17435622317596583	0.3731513083048918	0.6049631120053653	-0.24369831622994953	-0.368317290966021	-0.13050930460333013	-0.14833102903416948	0.1071723000824402	0.04832360526673031	0.7456978967495218	0.7300852362411868	0.6821908822564775	0.3480392156862745	0.3948525469168901	0.6149779735682818	-0.1473759884974837	0.6254814591042974	0.8383881776784945	0.6562123039806999	-0.03380049464138497	0.47816479006629464	0.1071723000824402	-0.030390358920618366	0.1071723000824402	-0.03380049464138497	0.811881188118812	0.238407126015195	0.3731513083048918	0.8939111938314277
regulation of transcription from RNA polymerase II promoter	-0.05392912172573159	0.2845188284518829	0.2095531587057012	-0.0637232589895307	0.600363541937159	0.5440000000000002	0.7530091478093405	0.5725562425996576	0.5440000000000002	0.5146641438032168	0.5365853658536585	0.7797810688989053	-0.2341880341880345	-0.11764705882352954	0.17561983471074397	0.8829568788501025	0.8986766739087495	1.0	0.9648220530754985	-0.07322175732217562	-0.003997501561523918	-0.0637232589895307	-0.11671529804085043	-0.08243780362137465	-0.1591152336782017	0.5514053716427236	-0.040005406135963664	0.48678720445062607	0.4376541518224171	0.5227427019687714	0.7810499359795132	0.6775374376039933	0.24761037778789285	0.6329684481648422	0.6775374376039933	0.009704179057755653	-0.05392912172573159	-0.03339694656488499	-0.09138381201044395	0.7413010590015131	0.09194355939918063	0.8829568788501025	0.6679050916153001	0.7413010590015131	-0.14734903302197122	0.15605170387779074	-0.0637232589895307	-0.05392912172573159	-0.2666666666666669	0.7543103448275862	0.6474991862862102	0.1702926905619029	0.37344983089064304	-0.08243780362137465	-0.10007147962830583	0.8675445391169636	0.15665796344647506	0.5044951333680064	0.7675577707294969	-0.03339694656488499	0.12977099236641265	0.20626631853785896	0.009704179057755653	0.6624722427831236	0.3203297512144856	0.2095531587057012	0.31531531531531537	0.5227427019687714	-0.21637116466716177	-0.28250000000000003	-0.12469169635516575	-0.11365546218487355	0.12977099236641265	0.06323368289247107	0.725206611570248	0.7089526835356859	0.7763110952550837	0.41538461538461524	0.4638253396818023	0.5912067352666042	-0.13999999999999962	0.5415549597855227	0.7413010590015131	0.6329684481648422	-0.03339694656488499	0.5149211392261436	0.12977099236641265	-0.022115959354452975	0.12977099236641265	-0.03339694656488499	0.7159716758457906	0.2845188284518829	0.31531531531531537	0.7947936859595681
transcription from RNA polymerase II promoter	-0.054315913094539786	0.26777048244361956	0.19671168526130378	-0.06426400347372958	0.5712136409227685	0.5165767154973013	0.7202617433979899	0.5442315014595759	0.5165767154973013	0.4882238126219909	0.5416342412451361	0.7487405541561712	-0.24747474747474796	-0.12263099219620965	0.15895372233400398	0.9177963657340642	0.9336180124223603	0.9648220530754985	1.0	-0.07393662574935782	-0.013547840812870405	-0.06426400347372958	-0.11854225070084135	-0.08334506546529592	-0.16568457538994819	0.5242530543123258	-0.04580351333767057	0.5131761442441052	0.41407485503426444	0.5503718728870858	0.8148014440433213	0.6852874309840858	0.23273990447242743	0.6410579345088163	0.6852874309840858	0.006850335070736876	-0.054315913094539786	-0.033544877606528	-0.09250000000000051	0.7744261718406471	0.08423795049934897	0.9177963657340642	0.6995733288714131	0.7744261718406471	-0.15027287726868904	0.14031078610603312	-0.06426400347372958	-0.054315913094539786	-0.2794612794612792	0.7876530069185735	0.6554978263174633	0.1596425912137008	0.352447930754666	-0.08334506546529592	-0.10141153898862541	0.9022670984949511	0.14500000000000038	0.5315068493150686	0.8011094211326834	-0.033544877606528	0.12148685403445114	0.19249999999999962	0.006850335070736876	0.6319942611190816	0.301844291144587	0.19671168526130378	0.33446327683615806	0.5503718728870858	-0.22587012987013008	-0.31071959730008	-0.12677912493410678	-0.12569430158403594	0.12148685403445114	0.05778108711839184	0.7323943661971828	0.7163551918611079	0.7431542461005198	0.392255892255892	0.4395976946547635	0.599450045829514	-0.14263685427910536	0.5697949226195015	0.7744261718406471	0.6410579345088163	-0.033544877606528	0.4894393453499944	0.12148685403445114	-0.025121324578932458	0.12148685403445114	-0.033544877606528	0.74863813229572	0.26777048244361956	0.33446327683615806	0.8287353182190658
protein glycosylation	0.8274470232088784	-0.042682926829267054	-0.03531786074672164	-0.0392706872370257	-0.06156233833419513	-0.059121621621620706	-0.06697171381031539	-0.06039363709894828	-0.059121621621620706	-0.05773195876288588	-0.07813953488372048	-0.07243650047036651	-0.07625272331154691	-0.06263982102908126	-0.06953642384105954	-0.0754716981132075	-0.0751899397432535	-0.07322175732217562	-0.07393662574935782	1.0	0.1720083006686652	-0.0392706872370257	-0.054527750730283285	-0.04565837749694234	-0.06767371601208436	-0.06456075628314559	0.04300441826214991	0.10130246020260515	-0.05620753551575108	-0.08063354931605472	-0.0771653543307087	-0.07110208227526608	-0.0392706872370257	-0.07243650047036651	-0.07110208227526608	-0.030684931506851025	-0.03531786074672164	-0.025179856115104343	0.7379310344827588	-0.077769469073817	-0.0392706872370257	-0.0754716981132075	-0.07881199650587198	-0.077769469073817	-0.06039363709894828	-0.06833268254588012	-0.0392706872370257	0.6548940464177595	0.08932461873638338	-0.07757496740547572	-0.07201414563574962	-0.030684931506851025	-0.05266757865936851	0.5120260905014266	-0.05059631369714288	-0.07574232511323589	-0.04827586206896504	0.1059695669137728	-0.0773737150436608	-0.025179856115104343	-0.025179856115104343	-0.04827586206896504	-0.030684931506851025	-0.06542056074766392	-0.04565837749694234	-0.03531786074672164	0.06021505376344086	-0.08063354931605472	-0.07283856159143023	0.0407230417618949	-0.05620753551575108	0.08009563658099232	-0.025179856115104343	-0.030684931506851025	-0.06953642384105954	-0.07008760951189023	-0.06767371601208436	-0.07625272331154691	-0.0689524531161199	-0.07358738501971115	-0.059121621621620706	-0.08041355542791458	-0.077769469073817	-0.07243650047036651	-0.025179856115104343	-0.07008760951189023	-0.025179856115104343	-0.042682926829267054	-0.025179856115104343	-0.025179856115104343	-0.07813953488372048	-0.042682926829267054	0.06021505376344086	-0.07694950188938482
lipid metabolic process	0.034846625766869976	0.1720083006686652	0.11877300613496891	-0.05706134094151264	0.061271471577828494	0.07910863509749384	0.016477537696253982	0.06997824510514825	0.07910863509749384	0.023601065854587298	-0.07547169811320745	0.0061991476172028525	-0.08309178743961416	-0.06542056074766289	0.13971539456662319	-0.03496973772696721	-0.030940734842452623	-0.003997501561523918	-0.013547840812870405	0.1720083006686652	1.0	-0.05706134094151264	-0.027644230769230928	0.004923903312442711	-0.09414990859232253	0.03741721854304576	0.8047202131709175	0.053977272727272485	0.16552801093109534	-0.09103641456582647	-0.060168716332960365	-0.02367346938775472	0.105563480741797	-0.03796977915536633	-0.02367346938775472	-0.04056795131845878	-0.04907975460122741	-0.031471282454760295	0.07045009784735748	-0.06958561376075041	0.43081312410841627	-0.03496973772696721	0.006716282446905327	-0.06958561376075041	0.00797679477882542	0.15713218820014907	-0.05706134094151264	0.034846625766869976	-0.046376811594203156	0.03504603504603556	0.056489753021544756	0.046146044624745294	0.12055132688747283	0.004923903312442711	-0.012262156448202301	-0.03888213851761866	-0.07827788649706527	0.008998017385999991	-0.06339017051153435	0.2376081825334388	0.05822187254130663	0.14481409001956885	-0.04056795131845878	0.03014098201263914	-0.07162041181736861	-0.04907975460122741	0.1339923119165293	-0.06442577030812313	-0.08585217170434321	0.04717338382472273	-0.10150302557095404	0.508682073703935	-0.031471282454760295	0.3062880324543608	-0.0077619663648123465	-0.013261851015802252	0.010054844606946231	0.10048309178743936	0.09815411661295059	0.033185840707964286	0.015598885793872112	-0.03224781572676684	0.030688037529319624	0.05036807438977121	-0.031471282454760295	0.03498871331828401	-0.031471282454760295	0.25086465298593447	0.14791502753737185	-0.031471282454760295	-0.010291595197255476	0.09315194835139444	0.1339923119165293	-0.05686032138442488
water-soluble vitamin metabolic process	-0.032948929159798884	-0.0392706872370257	-0.032948929159798884	-0.03636363636363601	-0.054706355591311075	-0.05277044854881111	-0.058936579115950946	-0.05378151260504212	-0.05277044854881111	-0.051660516605166934	-0.06741573033707869	-0.06312769010043032	0.05940594059405926	0.12037037037037084	0.13197969543147253	-0.0654205607476638	-0.06520874751491001	-0.0637232589895307	-0.06426400347372958	-0.0392706872370257	-0.05706134094151264	1.0	-0.0490797546012265	-0.04177545691905866	0.011152416356877881	-0.05706134094151264	-0.051660516605166934	-0.04347826086956496	-0.050436469447137804	-0.014430014430014291	-0.027900646478394374	-0.00310559006211177	-0.03636363636363601	-0.008608321377331862	-0.00310559006211177	0.17689530685920654	-0.032948929159798884	-0.023952095808380765	-0.043956043956042114	0.006455777921239217	-0.03636363636363601	-0.0654205607476638	-0.03454332552693195	0.006455777921239217	-0.05378151260504212	0.1451709658068388	-0.03636363636363601	-0.032948929159798884	-0.02420242024202438	-0.02955665024630549	-0.006869479882237066	-0.02888086642599384	-0.04756756756756748	-0.04177545691905866	0.08486238532110159	-0.06562380770698169	-0.043956043956042114	-0.04268292682926821	-0.0668449197860961	-0.023952095808380765	-0.023952095808380765	-0.043956043956042114	-0.02888086642599384	-0.057731958762886	-0.04177545691905866	-0.032948929159798884	0.051529790660225526	0.04040404040404053	0.09608208955223946	0.01708870591890638	0.0601357904946652	0.19572143832498853	-0.023952095808380765	-0.02888086642599384	-0.060913705583755716	-0.06133625410733825	-0.059479553903345125	0.017601760176017823	0.005813953488372451	-0.013333333333333206	-0.05277044854881111	-0.04096742349457035	-0.030342156229825636	-0.008608321377331862	-0.023952095808380765	-0.06133625410733825	-0.023952095808380765	0.4403927068723696	-0.023952095808380765	0.20359281437125745	0.0037453183520598896	-0.0392706872370257	0.051529790660225526	-0.027027027027026765
